,Unnamed: 0,step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,amount_oldbalanceOrg,orig_transaction_error,dest_transaction_error,orig_dest,transaction_duration
679868,679868,36,TRANSFER,83714.31,C2005346133,0.0,0.0,C1350789239,12895146.29,12978860.59,0,0,not equal,error,error,C-C,less than a week
6213927,6213927,588,PAYMENT,15960.36,C2049499528,120.0,0.0,M2013618609,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4305425,4305425,307,CASH_OUT,322322.48,C866184802,0.0,0.0,C1891885863,1136956.74,1459279.22,0,0,not equal,error,no error,C-C,less than a month
3163463,3163463,237,CASH_IN,166976.52,C640889500,3532392.52,3699369.04,C1462064458,993506.68,826530.17,0,0,not equal,error,error,C-C,less than a month
2037136,2037136,180,CASH_IN,14465.89,C1318275082,11386385.5,11400851.39,C234415618,4711355.01,4696889.12,0,0,not equal,error,error,C-C,less than a month
803041,803041,40,TRANSFER,733865.07,C769938562,0.0,0.0,C1950600438,1604543.16,2338408.23,0,0,not equal,error,error,C-C,less than a week
403582,403582,18,PAYMENT,662.41,C629670806,113770.0,113107.59,M1965794406,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
5412081,5412081,378,CASH_OUT,191557.54,C1828525397,41749.0,0.0,C688780893,317680.42,509237.96,0,0,not equal,error,error,C-C,less than a month
1705846,1705846,160,TRANSFER,253781.36,C152426276,0.0,0.0,C1292181092,469016.86,722798.22,0,0,not equal,error,no error,C-C,less than a week
4174721,4174721,304,CASH_OUT,32840.21,C1361113356,104177.0,71336.79,C1883679645,0.0,32840.21,0,0,not equal,error,no error,C-C,less than a month
709504,709504,37,TRANSFER,536910.12,C340474190,0.0,0.0,C946208117,1272578.64,1809488.76,0,0,not equal,error,error,C-C,less than a week
3470909,3470909,258,TRANSFER,213674.02,C1778746270,0.0,0.0,C1985803619,1217015.97,1430690.0,0,0,not equal,error,error,C-C,less than a month
1992031,1992031,179,PAYMENT,5864.07,C1058780010,0.0,0.0,M57573835,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1999248,1999248,179,PAYMENT,5646.68,C1456542922,781991.0,776344.32,M1311285086,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
6119107,6119107,538,CASH_OUT,268560.26,C1771213256,5001.0,0.0,C882862677,974103.34,1242663.6,0,0,not equal,error,error,C-C,less than a month
872148,872148,42,PAYMENT,8439.27,C739084267,12274.0,3834.73,M477635721,0.0,0.0,0,0,not equal,no error,error,C-M,less than a week
3583466,3583466,261,CASH_IN,1398.54,C2059496833,5870807.03,5872205.58,C1027113011,97698.64,96300.1,0,0,not equal,error,error,C-C,less than a month
1114473,1114473,130,PAYMENT,31644.45,C965707391,0.0,0.0,M461655047,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
4382174,4382174,311,CASH_IN,41272.72,C498932750,4798671.33,4839944.05,C541420417,249581.52,208308.8,0,0,not equal,error,error,C-C,less than a month
1461676,1461676,140,PAYMENT,11529.59,C792011514,91130.34,79600.75,M690079390,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
1642996,1642996,157,PAYMENT,13872.81,C1623242931,0.0,0.0,M1890327768,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
5908930,5908930,404,CASH_IN,77231.89,C809011359,3280034.62,3357266.5,C2008079420,436314.01,359082.13,0,0,not equal,error,error,C-C,less than a month
5545148,5545148,382,CASH_OUT,177143.24,C1873576845,99686.0,0.0,C102193328,569963.21,747106.45,0,0,not equal,error,no error,C-C,less than a month
2623587,2623587,208,PAYMENT,4287.57,C1955103906,574917.0,570629.43,M1862532505,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
993,993,1,PAYMENT,399.66,C1241938981,153760.0,153360.34,M168957945,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
2266679,2266679,187,CASH_OUT,60460.91,C181970136,0.0,0.0,C187749573,210859.22,271320.13,0,0,not equal,error,no error,C-C,less than a month
572522,572522,24,CASH_IN,176045.21,C177689347,29034.0,205079.21,C611932742,1900029.91,1723984.7,0,0,not equal,error,error,C-C,less than a week
2420725,2420725,202,CASH_IN,248643.57,C998218542,299067.37,547710.94,C155597098,321520.51,72876.94,0,0,not equal,error,error,C-C,less than a month
1925915,1925915,167,PAYMENT,3235.75,C363858534,131308.0,128072.25,M463219423,0.0,0.0,0,0,not equal,no error,error,C-M,less than a week
2127382,2127382,183,PAYMENT,10673.2,C999115918,24423.0,13749.8,M39886052,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
1086899,1086899,129,CASH_IN,193076.8,C1731417485,7487440.99,7680517.79,C212757941,1613580.21,1420503.41,0,0,not equal,error,error,C-C,less than a week
6304505,6304505,684,CASH_OUT,41655.0,C1918930665,1026.0,0.0,C2064067178,571627.29,613282.29,0,0,not equal,error,no error,C-C,less than a month
962519,962519,44,TRANSFER,230708.56,C271007475,0.0,0.0,C941365858,412923.55,643632.11,0,0,not equal,error,no error,C-C,less than a week
2246217,2246217,186,TRANSFER,311264.9,C371214340,0.0,0.0,C767496558,12198517.66,12509782.56,0,0,not equal,error,error,C-C,less than a month
2275720,2275720,187,CASH_OUT,84455.19,C1325644729,0.0,0.0,C639226737,254292.08,338747.27,0,0,not equal,error,error,C-C,less than a month
293776,293776,15,PAYMENT,5993.37,C1928048882,18479.68,12486.3,M573989721,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
3908622,3908622,284,PAYMENT,11338.02,C822238663,0.0,0.0,M1527140567,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1306125,1306125,136,CASH_IN,608.42,C972610636,206371.59,206980.01,C787978596,1331875.95,1450267.5,0,0,not equal,error,error,C-C,less than a week
4682895,4682895,331,CASH_IN,23514.82,C1438821410,11512213.95,11535728.78,C1295210521,978197.73,1127019.19,0,0,not equal,error,error,C-C,less than a month
5946170,5946170,405,PAYMENT,5440.0,C826453017,19659.0,14219.0,M625455138,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
5612476,5612476,395,CASH_IN,182097.19,C1311723657,1547282.41,1729379.6,C1356157756,23428377.38,23246280.19,0,0,not equal,error,error,C-C,less than a month
4773296,4773296,335,PAYMENT,9385.33,C1039276330,298024.0,288638.67,M885016292,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1137763,1137763,131,TRANSFER,701525.47,C1665623122,99691.0,0.0,C17200346,3761084.1,4462609.56,0,0,not equal,error,error,C-C,less than a week
6251504,6251504,596,PAYMENT,8839.66,C1880805735,192.0,0.0,M1374535541,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1607539,1607539,156,PAYMENT,19553.79,C1429697759,0.0,0.0,M1603160866,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
21369,21369,8,PAYMENT,5631.73,C312289201,9252.05,3620.32,M154380345,0.0,0.0,0,0,not equal,no error,error,C-M,less than one day
1373317,1373317,138,CASH_OUT,143641.24,C1420262621,331.0,0.0,C972901348,72895.09,216536.33,0,0,not equal,error,no error,C-C,less than a week
888291,888291,42,CASH_OUT,60268.34,C736728722,50160.0,0.0,C652979346,0.0,60268.34,0,0,not equal,error,no error,C-C,less than a week
4921250,4921250,350,CASH_OUT,67923.71,C1224253323,152.0,0.0,C1086405503,228043.13,295966.83,0,0,not equal,error,error,C-C,less than a month
4005681,4005681,298,CASH_OUT,37332.47,C1706550115,0.0,0.0,C1621274374,103568.36,140900.82,0,0,not equal,error,error,C-C,less than a month
2886470,2886470,228,PAYMENT,25740.93,C90240763,311260.0,285519.07,M787225566,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3954674,3954674,288,PAYMENT,33876.87,C266416369,0.0,0.0,M1227711861,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
485262,485262,19,PAYMENT,32507.01,C1644998665,0.0,0.0,M488013026,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
1854341,1854341,164,CASH_OUT,113325.34,C1752135281,0.0,0.0,C1412095226,309647.19,422972.53,0,0,not equal,error,error,C-C,less than a week
3273914,3273914,251,CASH_OUT,264994.96,C82111739,52194.0,0.0,C1732177311,0.0,264994.96,0,0,not equal,error,no error,C-C,less than a month
1169744,1169744,132,CASH_IN,491835.12,C238129922,369023.35,860858.47,C1401587166,4498383.35,4006548.23,0,0,not equal,error,error,C-C,less than a week
2109345,2109345,183,PAYMENT,30281.04,C733897091,0.0,0.0,M528465827,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5459925,5459925,379,PAYMENT,862.11,C1225234876,137658.29,136796.17,M22648044,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2519464,2519464,205,CASH_OUT,107637.51,C1792228882,0.0,0.0,C652653227,4865629.43,4973266.94,0,0,not equal,error,error,C-C,less than a month
3570316,3570316,260,PAYMENT,1415.22,C1847194318,10255.0,8839.78,M1723724028,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
27234,27234,8,PAYMENT,1817.53,C556227914,30931.0,29113.47,M1211914368,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
3475241,3475241,258,CASH_IN,230714.36,C1172621561,672595.75,903310.11,C1954335212,466139.11,235424.75,0,0,not equal,error,error,C-C,less than a month
3373694,3373694,254,TRANSFER,26201.34,C1326484988,0.0,0.0,C1921397355,1853245.74,1879447.08,0,0,not equal,error,error,C-C,less than a month
5572131,5572131,393,CASH_IN,39760.85,C133375553,2141349.57,2181110.42,C647579579,219206.32,179445.47,0,0,not equal,error,error,C-C,less than a month
1848379,1848379,163,PAYMENT,7188.48,C633921141,110645.0,103456.52,M262821083,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
505775,505775,20,PAYMENT,9810.97,C1214839356,121.0,0.0,M1093720,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
6195798,6195798,573,CASH_IN,159243.28,C521193320,839.0,160082.28,C2016600496,261882.7,102639.42,0,0,not equal,error,error,C-C,less than a month
218541,218541,13,PAYMENT,10124.0,C1230735222,20872.0,10748.0,M1995746175,0.0,0.0,0,0,not equal,no error,error,C-M,less than one day
2537156,2537156,205,CASH_OUT,114408.66,C789336512,0.0,0.0,C218153208,184255.14,298663.8,0,0,not equal,error,error,C-C,less than a month
394441,394441,18,DEBIT,2556.54,C1016755776,20332.0,17775.46,C1485860470,73374.64,75931.17,0,0,not equal,error,error,C-C,less than one day
1796208,1796208,162,CASH_OUT,85175.44,C126301058,69577.0,0.0,C1495785090,1903795.78,1988971.22,0,0,not equal,error,error,C-C,less than a week
930823,930823,43,PAYMENT,26598.26,C836911324,10975.0,0.0,M2133854977,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
748753,748753,38,CASH_IN,254499.44,C1375468233,49594.0,304093.44,C1818952087,66919.46,0.0,0,0,not equal,error,error,C-C,less than a week
5450271,5450271,379,PAYMENT,19643.38,C44371098,53325.0,33681.62,M169377609,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4604807,4604807,329,CASH_OUT,331062.2,C1023955684,15733.0,0.0,C1291382844,162556.48,493618.69,0,0,not equal,error,error,C-C,less than a month
2898712,2898712,228,CASH_OUT,254410.29,C1716974012,5164.0,0.0,C567451688,565065.75,819476.04,0,0,not equal,error,error,C-C,less than a month
127153,127153,11,CASH_OUT,399773.85,C539205459,51458.0,0.0,C22272767,0.0,399773.85,0,0,not equal,error,no error,C-C,less than one day
6132497,6132497,544,PAYMENT,7962.4,C5290976,0.0,0.0,M1937610954,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
445188,445188,19,CASH_OUT,305053.32,C692720859,45239.0,0.0,C1925220942,0.0,305053.32,0,0,not equal,error,no error,C-C,less than one day
596380,596380,33,CASH_IN,151237.06,C642276586,1360143.58,1511380.64,C1187345535,952739.72,801502.66,0,0,not equal,error,error,C-C,less than a week
2984743,2984743,231,CASH_IN,160806.06,C909011587,11510933.75,11671739.81,C950358707,736194.26,575388.2,0,0,not equal,error,error,C-C,less than a month
5468550,5468550,379,CASH_OUT,131555.42,C110547153,407.0,0.0,C606707331,790126.49,921681.91,0,0,not equal,error,error,C-C,less than a month
2118872,2118872,183,PAYMENT,22795.5,C1298773775,0.0,0.0,M1947034194,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2779215,2779215,214,PAYMENT,9016.92,C734281686,492.0,0.0,M1250978539,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1242378,1242378,134,CASH_IN,86582.32,C1512911861,7544705.13,7631287.44,C785724760,151785.47,65203.15,0,0,not equal,error,error,C-C,less than a week
3180375,3180375,239,CASH_IN,111511.75,C2072311061,4951202.81,5062714.56,C1251240062,547141.28,435629.53,0,0,not equal,error,error,C-C,less than a month
131249,131249,11,PAYMENT,2436.88,C358870268,0.0,0.0,M2066821907,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
5248105,5248105,371,CASH_IN,59405.28,C2059158449,100473.0,159878.28,C1954350425,91614.11,32208.84,0,0,not equal,error,error,C-C,less than a month
3236000,3236000,250,CASH_IN,380437.05,C1686737699,10300431.03,10680868.08,C260175969,1404257.51,1023820.47,0,0,not equal,error,error,C-C,less than a month
4356832,4356832,309,PAYMENT,4982.87,C825130727,616.0,0.0,M1482944862,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2850965,2850965,227,CASH_IN,220197.18,C1860013071,6949878.29,7170075.48,C801595716,4493591.65,4273394.47,0,0,not equal,error,error,C-C,less than a month
3683160,3683160,276,CASH_OUT,41507.9,C2137952654,9907.0,0.0,C256459772,0.0,41507.9,0,0,not equal,error,no error,C-C,less than a month
1628220,1628220,157,CASH_OUT,331237.75,C424698595,20456.0,0.0,C1804214408,1087576.47,1418814.23,0,0,not equal,error,error,C-C,less than a week
125213,125213,11,CASH_OUT,93087.55,C1067800072,0.0,0.0,C965798938,507316.68,600404.23,0,0,not equal,error,error,C-C,less than one day
1904351,1904351,165,PAYMENT,27459.01,C524411054,56075.2,28616.19,M818100495,0.0,0.0,0,0,not equal,no error,error,C-M,less than a week
5514134,5514134,380,TRANSFER,335421.57,C663657584,0.0,0.0,C259736241,3032547.71,3367969.28,0,0,not equal,error,error,C-C,less than a month
5270537,5270537,372,CASH_OUT,139611.17,C309156320,12132.0,0.0,C450191991,31018.0,0.0,0,0,not equal,error,error,C-C,less than a month
4196353,4196353,305,CASH_OUT,39062.83,C1253159332,508615.75,469552.92,C25969356,2800958.78,2840021.61,0,0,not equal,error,error,C-C,less than a month
2681986,2681986,210,CASH_IN,157300.17,C1970666378,257.0,157557.17,C405460632,79687.49,0.0,0,0,not equal,error,error,C-C,less than a month
4815340,4815340,346,CASH_IN,253863.48,C1320743727,14599.0,268462.48,C1246292512,0.0,0.0,0,0,not equal,error,error,C-C,less than a month
2656928,2656928,210,CASH_IN,118709.92,C221286498,10849.0,129558.92,C925864669,140295.55,21585.63,0,0,not equal,error,error,C-C,less than a month
4693253,4693253,331,CASH_OUT,158619.48,C802396042,0.0,0.0,C64073020,289879.39,448498.87,0,0,not equal,error,error,C-C,less than a month
6323189,6323189,688,CASH_OUT,182055.76,C1318044197,20831.0,0.0,C780995449,117259.43,299315.2,0,0,not equal,error,error,C-C,less than a month
1802450,1802450,162,PAYMENT,14827.15,C743699691,29970.0,15142.85,M1789000078,0.0,0.0,0,0,not equal,no error,error,C-M,less than a week
4858595,4858595,348,CASH_OUT,153001.74,C100186701,19811.0,0.0,C549766538,131471.41,284473.15,0,0,not equal,error,error,C-C,less than a month
5397391,5397391,377,CASH_OUT,338469.1,C1318376477,15605.0,0.0,C1816232324,428791.45,767260.55,0,0,not equal,error,error,C-C,less than a month
1292757,1292757,136,PAYMENT,13513.79,C1308036684,0.0,0.0,M640488089,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
2398658,2398658,201,PAYMENT,3621.01,C1410424704,12319.0,8697.99,M690948426,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
930264,930264,43,CASH_OUT,206633.85,C334842290,215776.0,9142.15,C1579250308,0.0,206633.85,0,0,not equal,no error,no error,C-C,less than a week
1557912,1557912,154,CASH_IN,61331.23,C1774574845,6799891.99,6861223.22,C133012183,170229.63,108898.4,0,0,not equal,error,error,C-C,less than a week
411653,411653,18,PAYMENT,15364.27,C625214311,5051.9,0.0,M1408986771,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
6169384,6169384,563,CASH_OUT,252973.94,C466688417,11357.44,0.0,C531221141,4052815.09,4305789.03,0,0,not equal,error,error,C-C,less than a month
3654712,3654712,275,PAYMENT,5786.57,C335967284,2005.0,0.0,M809149531,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2873859,2873859,227,CASH_OUT,178882.79,C294815807,0.0,0.0,C59394024,1468847.79,1647730.58,0,0,not equal,error,error,C-C,less than a month
4854421,4854421,347,TRANSFER,2081761.6,C1739302086,49736.0,0.0,C600626927,4048573.77,6130335.37,0,0,not equal,error,no error,C-C,less than a month
3117931,3117931,236,PAYMENT,14720.75,C88176975,0.0,0.0,M1543287133,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2851761,2851761,227,PAYMENT,670.69,C523204717,0.0,0.0,M1882484685,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3393013,3393013,255,CASH_OUT,448412.19,C1579496949,61700.0,0.0,C1066768282,0.0,448412.19,0,0,not equal,error,no error,C-C,less than a month
323419,323419,16,CASH_IN,288174.77,C34982274,254612.0,542786.77,C1109283606,534082.65,383744.72,0,0,not equal,error,error,C-C,less than one day
3946718,3946718,286,CASH_OUT,147667.56,C748017817,99367.0,0.0,C1355674303,819790.11,967457.67,0,0,not equal,error,error,C-C,less than a month
4453861,4453861,323,CASH_IN,148759.64,C1662060877,3998949.65,4147709.29,C1981672832,546593.14,397833.5,0,0,not equal,error,error,C-C,less than a month
5136094,5136094,356,PAYMENT,14069.01,C656533096,0.0,0.0,M1540616814,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3990852,3990852,298,TRANSFER,26621.32,C55835048,0.0,0.0,C1150590461,6443436.09,6470057.41,0,0,not equal,error,error,C-C,less than a month
4058731,4058731,300,CASH_IN,266313.12,C1745420291,85393.0,351706.12,C1136928710,171443.12,0.0,0,0,not equal,error,error,C-C,less than a month
3456030,3456030,257,CASH_OUT,222445.5,C1868464306,0.0,0.0,C1614628724,1492982.87,1715428.37,0,0,not equal,error,no error,C-C,less than a month
1145071,1145071,131,CASH_IN,66056.44,C1681101909,14183384.01,14249440.45,C466880114,859563.17,793506.73,0,0,not equal,error,error,C-C,less than a week
2888241,2888241,228,CASH_OUT,62231.77,C1630085912,1359.0,0.0,C1365013025,0.0,62231.77,0,0,not equal,error,no error,C-C,less than a month
3915997,3915997,284,PAYMENT,11884.34,C125199076,74357.07,62472.73,M888452313,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1284355,1284355,135,TRANSFER,1251432.56,C646037759,41076.0,0.0,C748316737,734130.81,1985563.37,0,0,not equal,error,no error,C-C,less than a week
5687400,5687400,397,PAYMENT,14985.04,C968936597,497211.79,482226.75,M1888523549,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
5091006,5091006,355,CASH_OUT,160668.1,C208121240,10175.0,0.0,C1871865246,1002987.69,1163655.78,0,0,not equal,error,error,C-C,less than a month
3557867,3557867,260,CASH_IN,83721.76,C384801309,11823569.79,11907291.55,C679281333,890430.12,806708.36,0,0,not equal,error,error,C-C,less than a month
5626196,5626196,395,PAYMENT,15919.3,C714431402,0.0,0.0,M2117959421,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4776014,4776014,335,TRANSFER,240834.4,C1164059676,81.0,0.0,C765990249,373242.49,614076.89,0,0,not equal,error,error,C-C,less than a month
4936746,4936746,350,PAYMENT,25066.27,C1797343360,243486.77,218420.5,M637516865,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3758105,3758105,279,CASH_OUT,138135.32,C1338540569,30213.0,0.0,C1147257790,217256.56,355391.87,0,0,not equal,error,error,C-C,less than a month
3081678,3081678,235,CASH_IN,65592.31,C1577732738,1939643.36,2005235.68,C1012789227,2061286.05,1995693.73,0,0,not equal,error,error,C-C,less than a month
2079690,2079690,182,CASH_IN,540398.26,C1737867582,257473.0,797871.26,C398357018,226296.14,0.0,0,0,not equal,error,error,C-C,less than a month
3149495,3149495,236,PAYMENT,17147.28,C2004514129,19200.0,2052.72,M349217713,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
2390722,2390722,201,PAYMENT,9523.46,C788423893,66813.0,57289.54,M466786440,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
252822,252822,14,TRANSFER,1047833.48,C760271031,74043.0,0.0,C44870833,22997171.3,24142037.65,0,0,not equal,error,error,C-C,less than one day
2790893,2790893,215,CASH_IN,302441.53,C1984666520,998563.26,1301004.79,C2121124021,1086453.33,784011.81,0,0,not equal,error,error,C-C,less than a month
1176157,1176157,132,CASH_OUT,81328.13,C1006437136,20226.0,0.0,C2015819826,284247.5,365575.63,0,0,not equal,error,no error,C-C,less than a week
1154955,1154955,131,CASH_OUT,65451.61,C61517122,2054.0,0.0,C449039730,219980.19,285431.8,0,0,not equal,error,error,C-C,less than a week
5595193,5595193,394,PAYMENT,21918.52,C738871330,129.0,0.0,M668797257,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3002780,3002780,232,CASH_IN,211933.63,C682936151,51800.0,263733.63,C935392897,0.0,0.0,0,0,not equal,error,error,C-C,less than a month
2237357,2237357,186,CASH_OUT,299120.61,C399042527,0.0,0.0,C1636600318,2895573.78,3194694.38,0,0,not equal,error,error,C-C,less than a month
6124271,6124271,540,PAYMENT,21188.51,C600328765,223184.91,201996.4,M1513822285,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
566006,566006,23,PAYMENT,3650.84,C145218886,37074.0,33423.16,M1734307478,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
6042677,6042677,490,CASH_OUT,307543.79,C1888081815,10201.0,0.0,C1244196192,1715526.16,2023069.95,0,0,not equal,error,error,C-C,less than a month
3512398,3512398,259,CASH_IN,52571.94,C462179089,104.0,52675.94,C241362746,169581.35,117009.4,0,0,not equal,error,error,C-C,less than a month
6278614,6278614,642,PAYMENT,4630.92,C1989155726,0.0,0.0,M434707580,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
3629396,3629396,274,PAYMENT,9221.93,C2107109993,80739.94,71518.01,M823056341,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
4713299,4713299,332,CASH_OUT,23941.2,C1287058732,818.0,0.0,C1674868873,0.0,23941.2,0,0,not equal,error,no error,C-C,less than a month
4808649,4808649,346,PAYMENT,2208.32,C1232120952,51278.0,49069.68,M966828150,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
816725,816725,40,PAYMENT,34990.03,C1613449371,538.0,0.0,M1444543,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
2322775,2322775,188,CASH_OUT,125684.99,C2074143837,0.0,0.0,C181495989,149308.09,274993.08,0,0,not equal,error,error,C-C,less than a month
6309780,6309780,686,CASH_OUT,114926.52,C1143819314,59988.0,0.0,C1534182499,0.0,114926.52,0,0,not equal,error,no error,C-C,less than a month
2480276,2480276,204,CASH_OUT,414120.66,C906773021,249.0,0.0,C1847879937,3970.75,418091.41,0,0,not equal,error,no error,C-C,less than a month
718274,718274,37,CASH_IN,353675.75,C1776106543,20789442.29,21143118.04,C1115664692,613587.48,259911.73,0,0,not equal,error,error,C-C,less than a week
5837895,5837895,402,CASH_OUT,338510.82,C108612920,4940.0,0.0,C1333366140,4888903.54,5227414.37,0,0,not equal,error,error,C-C,less than a month
4414538,4414538,322,CASH_IN,105234.47,C1266556357,57.0,105291.47,C1329413139,1904032.43,1798797.96,0,0,not equal,error,error,C-C,less than a month
1200959,1200959,133,CASH_OUT,174034.65,C1375549130,0.0,0.0,C1164197935,2360519.23,2534553.88,0,0,not equal,error,error,C-C,less than a week
5134437,5134437,356,CASH_OUT,215726.9,C116911939,111201.32,0.0,C976771082,958496.99,1174223.89,0,0,not equal,error,error,C-C,less than a month
3093327,3093327,235,CASH_OUT,120085.72,C682618009,21111.0,0.0,C1659341354,285318.81,405404.53,0,0,not equal,error,error,C-C,less than a month
3112960,3112960,235,TRANSFER,506561.11,C1516439686,0.0,0.0,C1795915634,548238.98,1054800.08,0,0,not equal,error,error,C-C,less than a month
1700059,1700059,159,CASH_IN,29317.72,C672336422,6463925.03,6493242.76,C639661773,768536.91,739219.19,0,0,not equal,error,error,C-C,less than a week
2475320,2475320,204,CASH_OUT,151092.73,C57198412,0.0,0.0,C1975514123,876793.31,1048229.96,0,0,not equal,error,error,C-C,less than a month
4602086,4602086,329,CASH_OUT,328935.2,C841297870,0.0,0.0,C537393412,838792.6,1167727.8,0,0,not equal,error,error,C-C,less than a month
2171331,2171331,185,PAYMENT,31842.37,C1489170725,128262.0,96419.63,M1824560494,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
2252161,2252161,187,PAYMENT,3423.24,C1126924901,10913.82,7490.58,M1747501927,0.0,0.0,0,0,not equal,no error,error,C-M,less than a month
6328742,6328742,688,CASH_OUT,61122.91,C1788706317,1031.0,0.0,C290887234,323908.73,385031.64,0,0,not equal,error,error,C-C,less than a month
2763441,2763441,213,CASH_IN,272924.26,C1677286308,5156784.2,5429708.46,C308798269,433949.24,161024.98,0,0,not equal,error,error,C-C,less than a month
1782777,1782777,162,CASH_IN,70028.6,C155089394,2444648.87,2514677.47,C2050669249,7598542.72,7975379.32,0,0,not equal,error,error,C-C,less than a week
338387,338387,16,CASH_OUT,306397.28,C1353095904,217978.33,0.0,C614438306,2519359.73,2825757.02,0,0,not equal,error,error,C-C,less than one day
4698332,4698332,331,CASH_OUT,51195.44,C86023309,0.0,0.0,C633873546,251353.62,302549.06,0,0,not equal,error,no error,C-C,less than a month
5188303,5188303,369,CASH_OUT,272395.4,C1064910584,35635.0,0.0,C1454802153,0.0,272395.4,0,0,not equal,error,no error,C-C,less than a month
1088402,1088402,129,CASH_OUT,37793.24,C137243950,26015.0,0.0,C24018245,0.0,37793.24,0,0,not equal,error,no error,C-C,less than a week
2544577,2544577,206,PAYMENT,25772.31,C1535490006,0.0,0.0,M312281580,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1549293,1549293,154,CASH_OUT,236050.12,C665095638,0.0,0.0,C1526208191,289951.31,526001.43,0,0,not equal,error,error,C-C,less than a week
357255,357255,17,CASH_IN,244908.15,C2064555220,9907495.75,10152403.89,C1447681526,1040890.92,795982.77,0,0,not equal,error,error,C-C,less than one day
433865,433865,18,PAYMENT,18250.12,C385802781,15786.0,0.0,M1965634138,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
6176373,6176373,565,CASH_OUT,318170.16,C1431413116,2088.0,0.0,C1368439982,127202.25,445372.42,0,0,not equal,error,error,C-C,less than a month
733886,733886,38,PAYMENT,19301.94,C1055136015,35930.76,16628.82,M819033325,0.0,0.0,0,0,not equal,error,error,C-M,less than a week
922815,922815,43,CASH_OUT,21710.5,C1759889998,0.0,0.0,C1126297366,117019.1,138729.6,0,0,not equal,error,no error,C-C,less than a week
482735,482735,19,PAYMENT,16769.6,C1318236966,243225.54,226455.94,M914127312,0.0,0.0,0,0,not equal,error,error,C-M,less than one day
5099494,5099494,355,PAYMENT,13130.35,C1942729426,32805.0,19674.65,M225149561,0.0,0.0,0,0,not equal,error,error,C-M,less than a month
1467875,1467875,140,CASH_OUT,39388.25,C991327810,317466.0,278077.75,C146430948,0.0,39388.25,0,0,not equal,no error,no error,C-C,less than a week
4314974,4314974,308,CASH_OUT,85603.22,C426585347,7326.98,0.0,C831889191,255843.1,341446.31,0,0,not equal,error,error,C-C,less than a month
